University,Column1,Program_Type,Division,Region,Conference,Employer_Name2,Employer_Name3,Program_Type3,Division4,Region5,Conference6,Column6,
Florida A&M University,Florida A&M,Womens Program,35-NCAA D-I,South (D1)-6,Mid-Eastern Athletic Conference,'Florida A&M University','Florida A&M','Womens Program','35-NCAA D-I','South (D1)-6','Mid-Eastern Athletic Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Florida A&M University','Florida A&M','Womens Program','35-NCAA D-I','South (D1)-6','Mid-Eastern Athletic Conference');",
Florida A&M University,Florida A&M,Mens Program,35-NCAA D-I,South (D1)-6,Mid-Eastern Athletic Conference,'Florida A&M University','Florida A&M','Mens Program','35-NCAA D-I','South (D1)-6','Mid-Eastern Athletic Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Florida A&M University','Florida A&M','Mens Program','35-NCAA D-I','South (D1)-6','Mid-Eastern Athletic Conference');",
Florida Atlantic University,Florida Atlantic,Mens CC Womens Program,35-NCAA D-I,South (D1)-6,Conference USA,'Florida Atlantic University','Florida Atlantic','Mens CC Womens Program','35-NCAA D-I','South (D1)-6','Conference USA',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Florida Atlantic University','Florida Atlantic','Mens CC Womens Program','35-NCAA D-I','South (D1)-6','Conference USA');",
Florida Gulf Coast University,Florida Gulf Coast,MW CC,35-NCAA D-I,South (D1)-6,Atlantic Sun Conference,'Florida Gulf Coast University','Florida Gulf Coast','MW CC','35-NCAA D-I','South (D1)-6','Atlantic Sun Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Florida Gulf Coast University','Florida Gulf Coast','MW CC','35-NCAA D-I','South (D1)-6','Atlantic Sun Conference');",
Florida International University,Florida International,MW Program,35-NCAA D-I,South (D1)-6,Conference USA,'Florida International University','Florida International','MW Program','35-NCAA D-I','South (D1)-6','Conference USA',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Florida International University','Florida International','MW Program','35-NCAA D-I','South (D1)-6','Conference USA');",
Florida State University,Florida State,MW Program,35-NCAA D-I,South (D1)-6,Atlantic Coast Conference,'Florida State University','Florida State','MW Program','35-NCAA D-I','South (D1)-6','Atlantic Coast Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Florida State University','Florida State','MW Program','35-NCAA D-I','South (D1)-6','Atlantic Coast Conference');",
Fordham University,Fordham,MW Program,35-NCAA D-I,Northeast (D1)-5,Atlantic 10 Conference,'Fordham University','Fordham','MW Program','35-NCAA D-I','Northeast (D1)-5','Atlantic 10 Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Fordham University','Fordham','MW Program','35-NCAA D-I','Northeast (D1)-5','Atlantic 10 Conference');",
Furman University,Furman,MW Program,35-NCAA D-I,Southeast (D1)-8,Southern Conference,'Furman University','Furman','MW Program','35-NCAA D-I','Southeast (D1)-8','Southern Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Furman University','Furman','MW Program','35-NCAA D-I','Southeast (D1)-8','Southern Conference');",
Gardner-Webb University,Gardner-Webb,MW Program,35-NCAA D-I,Southeast (D1)-8,Big South Conference,'Gardner-Webb University','Gardner-Webb','MW Program','35-NCAA D-I','Southeast (D1)-8','Big South Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Gardner-Webb University','Gardner-Webb','MW Program','35-NCAA D-I','Southeast (D1)-8','Big South Conference');",
George Mason University,George Mason,MW Program,35-NCAA D-I,Southeast (D1)-8,Atlantic 10 Conference,'George Mason University','George Mason','MW Program','35-NCAA D-I','Southeast (D1)-8','Atlantic 10 Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('George Mason University','George Mason','MW Program','35-NCAA D-I','Southeast (D1)-8','Atlantic 10 Conference');",
George Washington University,George Washington,MW Program,35-NCAA D-I,Mid-Atlantic (D1)-2,Atlantic 10 Conference,'George Washington University','George Washington','MW Program','35-NCAA D-I','Mid-Atlantic (D1)-2','Atlantic 10 Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('George Washington University','George Washington','MW Program','35-NCAA D-I','Mid-Atlantic (D1)-2','Atlantic 10 Conference');",
Georgetown University,Georgetown,MW Program,35-NCAA D-I,Mid-Atlantic (D1)-2,BIG EAST Conference,'Georgetown University','Georgetown','MW Program','35-NCAA D-I','Mid-Atlantic (D1)-2','BIG EAST Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Georgetown University','Georgetown','MW Program','35-NCAA D-I','Mid-Atlantic (D1)-2','BIG EAST Conference');",
Georgia Institute of Technology,Georgia Institute,Womens Program,35-NCAA D-I,South (D1)-6,Atlantic Coast Conference,'Georgia Institute of Technology','Georgia Institute','Womens Program','35-NCAA D-I','South (D1)-6','Atlantic Coast Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Georgia Institute of Technology','Georgia Institute','Womens Program','35-NCAA D-I','South (D1)-6','Atlantic Coast Conference');",
Georgia Institute of Technology,Georgia Institute,Mens Program,35-NCAA D-I,South (D1)-6,Atlantic Coast Conference,'Georgia Institute of Technology','Georgia Institute','Mens Program','35-NCAA D-I','South (D1)-6','Atlantic Coast Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Georgia Institute of Technology','Georgia Institute','Mens Program','35-NCAA D-I','South (D1)-6','Atlantic Coast Conference');",
Georgia Southern University,Georgia Southern,Womens Program,35-NCAA D-I,South (D1)-6,Sun Belt Conference,'Georgia Southern University','Georgia Southern','Womens Program','35-NCAA D-I','South (D1)-6','Sun Belt Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Georgia Southern University','Georgia Southern','Womens Program','35-NCAA D-I','South (D1)-6','Sun Belt Conference');",
Georgia State University,Georgia State,Womens Program,35-NCAA D-I,South (D1)-6,Sun Belt Conference,'Georgia State University','Georgia State','Womens Program','35-NCAA D-I','South (D1)-6','Sun Belt Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Georgia State University','Georgia State','Womens Program','35-NCAA D-I','South (D1)-6','Sun Belt Conference');",
Gonzaga University,Gonzaga,MW Program,35-NCAA D-I,West (D1)-9,West Coast Conference,'Gonzaga University','Gonzaga','MW Program','35-NCAA D-I','West (D1)-9','West Coast Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Gonzaga University','Gonzaga','MW Program','35-NCAA D-I','West (D1)-9','West Coast Conference');",
Grambling State University,Grambling,MW Program,35-NCAA D-I,South Central (D1)-7,Southwestern Athletic Conference,'Grambling State University','Grambling','MW Program','35-NCAA D-I','South Central (D1)-7','Southwestern Athletic Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Grambling State University','Grambling','MW Program','35-NCAA D-I','South Central (D1)-7','Southwestern Athletic Conference');",
Grand Canyon University,Grand Canyon,MW Program,35-NCAA D-I,West (D1)-9,Western Athletic Conference,'Grand Canyon University','Grand Canyon','MW Program','35-NCAA D-I','West (D1)-9','Western Athletic Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Grand Canyon University','Grand Canyon','MW Program','35-NCAA D-I','West (D1)-9','Western Athletic Conference');",
Hampton University,Hampton,MW Program,35-NCAA D-I,Southeast (D1)-8,Big South Conference,'Hampton University','Hampton','MW Program','35-NCAA D-I','Southeast (D1)-8','Big South Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Hampton University','Hampton','MW Program','35-NCAA D-I','Southeast (D1)-8','Big South Conference');",
Harvard University,Harvard,MW Program,35-NCAA D-I,Northeast (D1)-5,Ivy League,'Harvard University','Harvard','MW Program','35-NCAA D-I','Northeast (D1)-5','Ivy League',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Harvard University','Harvard','MW Program','35-NCAA D-I','Northeast (D1)-5','Ivy League');",
High Point University,High Point,MW Program,35-NCAA D-I,Southeast (D1)-8,Big South Conference,'High Point University','High Point','MW Program','35-NCAA D-I','Southeast (D1)-8','Big South Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('High Point University','High Point','MW Program','35-NCAA D-I','Southeast (D1)-8','Big South Conference');",
Hofstra University,Hofstra,MW Program,35-NCAA D-I,Northeast (D1)-5,Colonial Athletic Association,'Hofstra University','Hofstra','MW Program','35-NCAA D-I','Northeast (D1)-5','Colonial Athletic Association',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Hofstra University','Hofstra','MW Program','35-NCAA D-I','Northeast (D1)-5','Colonial Athletic Association');",
Houston Baptist University,Houston Baptist,MW Program,35-NCAA D-I,South Central (D1)-7,Southland Conference,'Houston Baptist University','Houston Baptist','MW Program','35-NCAA D-I','South Central (D1)-7','Southland Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Houston Baptist University','Houston Baptist','MW Program','35-NCAA D-I','South Central (D1)-7','Southland Conference');",
Howard University,Howard,MW Program,35-NCAA D-I,Mid-Atlantic (D1)-2,Mid-Eastern Athletic Conference,'Howard University','Howard','MW Program','35-NCAA D-I','Mid-Atlantic (D1)-2','Mid-Eastern Athletic Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Howard University','Howard','MW Program','35-NCAA D-I','Mid-Atlantic (D1)-2','Mid-Eastern Athletic Conference');",
Idaho State University,Idaho State,MW Program,35-NCAA D-I,Mountain (D1)-4,Big Sky Conference,'Idaho State University','Idaho State','MW Program','35-NCAA D-I','Mountain (D1)-4','Big Sky Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Idaho State University','Idaho State','MW Program','35-NCAA D-I','Mountain (D1)-4','Big Sky Conference');",
Illinois State University,Illinois State,MW Program,35-NCAA D-I,Midwest (D1)-3,Missouri Valley Conference,'Illinois State University','Illinois State','MW Program','35-NCAA D-I','Midwest (D1)-3','Missouri Valley Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Illinois State University','Illinois State','MW Program','35-NCAA D-I','Midwest (D1)-3','Missouri Valley Conference');",
Indiana State University,Indiana State,MW Program,35-NCAA D-I,Great Lakes (D1)-1,Missouri Valley Conference,'Indiana State University','Indiana State','MW Program','35-NCAA D-I','Great Lakes (D1)-1','Missouri Valley Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Indiana State University','Indiana State','MW Program','35-NCAA D-I','Great Lakes (D1)-1','Missouri Valley Conference');",
"Indiana University, Bloomington",Indiana,MW Program,35-NCAA D-I,Great Lakes (D1)-1,Big Ten Conference,"'Indiana University, Bloomington'",'Indiana','MW Program','35-NCAA D-I','Great Lakes (D1)-1','Big Ten Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Indiana University, Bloomington','Indiana','MW Program','35-NCAA D-I','Great Lakes (D1)-1','Big Ten Conference');",
Indiana University-Purdue University at Indianapolis,IUPUI,MW Program,35-NCAA D-I,Great Lakes (D1)-1,Horizon League,'Indiana University-Purdue University at Indianapolis','IUPUI','MW Program','35-NCAA D-I','Great Lakes (D1)-1','Horizon League',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Indiana University-Purdue University at Indianapolis','IUPUI','MW Program','35-NCAA D-I','Great Lakes (D1)-1','Horizon League');",
Iona College,Iona,MW Program,35-NCAA D-I,Northeast (D1)-5,Metro Atlantic Athletic Conference,'Iona College','Iona','MW Program','35-NCAA D-I','Northeast (D1)-5','Metro Atlantic Athletic Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Iona College','Iona','MW Program','35-NCAA D-I','Northeast (D1)-5','Metro Atlantic Athletic Conference');",
Iowa State University,Iowa State,MW Program,35-NCAA D-I,Midwest (D1)-3,Big 12 Conference,'Iowa State University','Iowa State','MW Program','35-NCAA D-I','Midwest (D1)-3','Big 12 Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Iowa State University','Iowa State','MW Program','35-NCAA D-I','Midwest (D1)-3','Big 12 Conference');",
Jackson State University,Jackson State,Womens Program,35-NCAA D-I,South (D1)-6,Southwestern Athletic Conference,'Jackson State University','Jackson State','Womens Program','35-NCAA D-I','South (D1)-6','Southwestern Athletic Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Jackson State University','Jackson State','Womens Program','35-NCAA D-I','South (D1)-6','Southwestern Athletic Conference');",
Jackson State University,Jackson State,Mens Program,35-NCAA D-I,South (D1)-6,Southwestern Athletic Conference,'Jackson State University','Jackson State','Mens Program','35-NCAA D-I','South (D1)-6','Southwestern Athletic Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Jackson State University','Jackson State','Mens Program','35-NCAA D-I','South (D1)-6','Southwestern Athletic Conference');",
Jacksonville State University,Jacksonville State,Mens CC Womens Program,35-NCAA D-I,South (D1)-6,Atlantic Sun Conference,'Jacksonville State University','Jacksonville State','Mens CC Womens Program','35-NCAA D-I','South (D1)-6','Atlantic Sun Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Jacksonville State University','Jacksonville State','Mens CC Womens Program','35-NCAA D-I','South (D1)-6','Atlantic Sun Conference');",
Jacksonville University,Jacksonville,Womens Program,35-NCAA D-I,South (D1)-6,Atlantic Sun Conference,'Jacksonville University','Jacksonville','Womens Program','35-NCAA D-I','South (D1)-6','Atlantic Sun Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Jacksonville University','Jacksonville','Womens Program','35-NCAA D-I','South (D1)-6','Atlantic Sun Conference');",
James Madison University,James Madison,Womens Program,35-NCAA D-I,Southeast (D1)-8,Colonial Athletic Association,'James Madison University','James Madison','Womens Program','35-NCAA D-I','Southeast (D1)-8','Colonial Athletic Association',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('James Madison University','James Madison','Womens Program','35-NCAA D-I','Southeast (D1)-8','Colonial Athletic Association');",
Kansas State University,Kansas State,MW Program,35-NCAA D-I,Midwest (D1)-3,Big 12 Conference,'Kansas State University','Kansas State','MW Program','35-NCAA D-I','Midwest (D1)-3','Big 12 Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Kansas State University','Kansas State','MW Program','35-NCAA D-I','Midwest (D1)-3','Big 12 Conference');",
Kennesaw State University,Kennesaw State,MW Program,35-NCAA D-I,South (D1)-6,Atlantic Sun Conference,'Kennesaw State University','Kennesaw State','MW Program','35-NCAA D-I','South (D1)-6','Atlantic Sun Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Kennesaw State University','Kennesaw State','MW Program','35-NCAA D-I','South (D1)-6','Atlantic Sun Conference');",
Kent State University,Kent State,MW Program,35-NCAA D-I,Great Lakes (D1)-1,Mid-American Conference,'Kent State University','Kent State','MW Program','35-NCAA D-I','Great Lakes (D1)-1','Mid-American Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Kent State University','Kent State','MW Program','35-NCAA D-I','Great Lakes (D1)-1','Mid-American Conference');",
La Salle University,La Salle,MW Program,35-NCAA D-I,Mid-Atlantic (D1)-2,Atlantic 10 Conference,'La Salle University','La Salle','MW Program','35-NCAA D-I','Mid-Atlantic (D1)-2','Atlantic 10 Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('La Salle University','La Salle','MW Program','35-NCAA D-I','Mid-Atlantic (D1)-2','Atlantic 10 Conference');",
Lafayette College,Lafayette,MW Program,35-NCAA D-I,Mid-Atlantic (D1)-2,Patriot League,'Lafayette College','Lafayette','MW Program','35-NCAA D-I','Mid-Atlantic (D1)-2','Patriot League',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Lafayette College','Lafayette','MW Program','35-NCAA D-I','Mid-Atlantic (D1)-2','Patriot League');",
Lamar University,Lamar,MW Program,35-NCAA D-I,South Central (D1)-7,Western Athletic Conference,'Lamar University','Lamar','MW Program','35-NCAA D-I','South Central (D1)-7','Western Athletic Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Lamar University','Lamar','MW Program','35-NCAA D-I','South Central (D1)-7','Western Athletic Conference');",
Lehigh University,Lehigh,MW Program,35-NCAA D-I,Mid-Atlantic (D1)-2,Patriot League,'Lehigh University','Lehigh','MW Program','35-NCAA D-I','Mid-Atlantic (D1)-2','Patriot League',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Lehigh University','Lehigh','MW Program','35-NCAA D-I','Mid-Atlantic (D1)-2','Patriot League');",
Liberty University,Liberty,MW Program,35-NCAA D-I,Southeast (D1)-8,Atlantic Sun Conference,'Liberty University','Liberty','MW Program','35-NCAA D-I','Southeast (D1)-8','Atlantic Sun Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Liberty University','Liberty','MW Program','35-NCAA D-I','Southeast (D1)-8','Atlantic Sun Conference');",
Lipscomb University,Lipscomb,MW Program,35-NCAA D-I,South (D1)-6,Atlantic Sun Conference,'Lipscomb University','Lipscomb','MW Program','35-NCAA D-I','South (D1)-6','Atlantic Sun Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Lipscomb University','Lipscomb','MW Program','35-NCAA D-I','South (D1)-6','Atlantic Sun Conference');",
Long Beach State University,Long Beach State,MW Program,35-NCAA D-I,West (D1)-9,Big West Conference,'Long Beach State University','Long Beach State','MW Program','35-NCAA D-I','West (D1)-9','Big West Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Long Beach State University','Long Beach State','MW Program','35-NCAA D-I','West (D1)-9','Big West Conference');",
Longwood University,Longwood,MW CC,35-NCAA D-I,Southeast (D1)-8,Big South Conference,'Longwood University','Longwood','MW CC','35-NCAA D-I','Southeast (D1)-8','Big South Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Longwood University','Longwood','MW CC','35-NCAA D-I','Southeast (D1)-8','Big South Conference');",
Louisiana State University,LSU,MW Program,35-NCAA D-I,South Central (D1)-7,Southeastern Conference,'Louisiana State University','LSU','MW Program','35-NCAA D-I','South Central (D1)-7','Southeastern Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Louisiana State University','LSU','MW Program','35-NCAA D-I','South Central (D1)-7','Southeastern Conference');",
Louisiana Tech University,Louisiana Tech,MW Program,35-NCAA D-I,South Central (D1)-7,Conference USA,'Louisiana Tech University','Louisiana Tech','MW Program','35-NCAA D-I','South Central (D1)-7','Conference USA',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Louisiana Tech University','Louisiana Tech','MW Program','35-NCAA D-I','South Central (D1)-7','Conference USA');",
Loyola Marymount University,Loyola Marymount,MW Program,35-NCAA D-I,West (D1)-9,West Coast Conference,'Loyola Marymount University','Loyola Marymount','MW Program','35-NCAA D-I','West (D1)-9','West Coast Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Loyola Marymount University','Loyola Marymount','MW Program','35-NCAA D-I','West (D1)-9','West Coast Conference');",
Loyola University Chicago,Loyola University,MW Program,35-NCAA D-I,Midwest (D1)-3,Missouri Valley Conference,'Loyola University Chicago','Loyola University','MW Program','35-NCAA D-I','Midwest (D1)-3','Missouri Valley Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Loyola University Chicago','Loyola University','MW Program','35-NCAA D-I','Midwest (D1)-3','Missouri Valley Conference');",
Loyola University Maryland,Loyola University,Mens CC Womens Program,35-NCAA D-I,Mid-Atlantic (D1)-2,Patriot League,'Loyola University Maryland','Loyola University','Mens CC Womens Program','35-NCAA D-I','Mid-Atlantic (D1)-2','Patriot League',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Loyola University Maryland','Loyola University','Mens CC Womens Program','35-NCAA D-I','Mid-Atlantic (D1)-2','Patriot League');",
Manhattan College,Manhattan,MW Program,35-NCAA D-I,Northeast (D1)-5,Metro Atlantic Athletic Conference,'Manhattan College','Manhattan','MW Program','35-NCAA D-I','Northeast (D1)-5','Metro Atlantic Athletic Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Manhattan College','Manhattan','MW Program','35-NCAA D-I','Northeast (D1)-5','Metro Atlantic Athletic Conference');",
Marist College,Marist,MW Program,35-NCAA D-I,Northeast (D1)-5,Metro Atlantic Athletic Conference,'Marist College','Marist','MW Program','35-NCAA D-I','Northeast (D1)-5','Metro Atlantic Athletic Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Marist College','Marist','MW Program','35-NCAA D-I','Northeast (D1)-5','Metro Atlantic Athletic Conference');",
Marquette University,Marquette,MW Program,35-NCAA D-I,Great Lakes (D1)-1,BIG EAST Conference,'Marquette University','Marquette','MW Program','35-NCAA D-I','Great Lakes (D1)-1','BIG EAST Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Marquette University','Marquette','MW Program','35-NCAA D-I','Great Lakes (D1)-1','BIG EAST Conference');",
Marshall University,Marshall,Mens CC Womens Program,35-NCAA D-I,Mid-Atlantic (D1)-2,Conference USA,'Marshall University','Marshall','Mens CC Womens Program','35-NCAA D-I','Mid-Atlantic (D1)-2','Conference USA',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Marshall University','Marshall','Mens CC Womens Program','35-NCAA D-I','Mid-Atlantic (D1)-2','Conference USA');",
McNeese State University,McNeese State,MW Program,35-NCAA D-I,South Central (D1)-7,Southland Conference,'McNeese State University','McNeese State','MW Program','35-NCAA D-I','South Central (D1)-7','Southland Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('McNeese State University','McNeese State','MW Program','35-NCAA D-I','South Central (D1)-7','Southland Conference');",
Mercer University,Mercer,Mens CC Womens Program,35-NCAA D-I,South (D1)-6,Southern Conference,'Mercer University','Mercer','Mens CC Womens Program','35-NCAA D-I','South (D1)-6','Southern Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Mercer University','Mercer','Mens CC Womens Program','35-NCAA D-I','South (D1)-6','Southern Conference');",
Merrimack College,Merrimack,MW Program,35-NCAA D-I,Northeast (D1),Northeast-10 Conference,'Merrimack College','Merrimack','MW Program','35-NCAA D-I','Northeast (D1)','Northeast-10 Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Merrimack College','Merrimack','MW Program','35-NCAA D-I','Northeast (D1)','Northeast-10 Conference');",
Miami University (Ohio),Miami (Ohio),MW Program,35-NCAA D-I,Great Lakes (D1)-1,Mid-American Conference,'Miami University (Ohio)','Miami (Ohio)','MW Program','35-NCAA D-I','Great Lakes (D1)-1','Mid-American Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Miami University (Ohio)','Miami (Ohio)','MW Program','35-NCAA D-I','Great Lakes (D1)-1','Mid-American Conference');",
Michigan State University,Michigan State,MW Program,35-NCAA D-I,Great Lakes (D1)-1,Big Ten Conference,'Michigan State University','Michigan State','MW Program','35-NCAA D-I','Great Lakes (D1)-1','Big Ten Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Michigan State University','Michigan State','MW Program','35-NCAA D-I','Great Lakes (D1)-1','Big Ten Conference');",
Middle Tennessee State University,Middle Tennessee State,MW Program,35-NCAA D-I,South (D1)-6,Conference USA,'Middle Tennessee State University','Middle Tennessee State','MW Program','35-NCAA D-I','South (D1)-6','Conference USA',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Middle Tennessee State University','Middle Tennessee State','MW Program','35-NCAA D-I','South (D1)-6','Conference USA');",
Mississippi State University,Mississippi State,MW Program,35-NCAA D-I,South (D1)-6,Southeastern Conference,'Mississippi State University','Mississippi State','MW Program','35-NCAA D-I','South (D1)-6','Southeastern Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Mississippi State University','Mississippi State','MW Program','35-NCAA D-I','South (D1)-6','Southeastern Conference');",
Missouri State University,Missouri State,Womens Program,35-NCAA D-I,Midwest (D1)-3,Missouri Valley Conference,'Missouri State University','Missouri State','Womens Program','35-NCAA D-I','Midwest (D1)-3','Missouri Valley Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Missouri State University','Missouri State','Womens Program','35-NCAA D-I','Midwest (D1)-3','Missouri Valley Conference');",
Monmouth University,Monmouth,MW Program,35-NCAA D-I,Mid-Atlantic (D1)-2,Metro Atlantic Athletic Conference,'Monmouth University','Monmouth','MW Program','35-NCAA D-I','Mid-Atlantic (D1)-2','Metro Atlantic Athletic Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Monmouth University','Monmouth','MW Program','35-NCAA D-I','Mid-Atlantic (D1)-2','Metro Atlantic Athletic Conference');",
Montana State University-Bozeman,Montana State University,MW Program,35-NCAA D-I,Mountain (D1)-4,Big Sky Conference,'Montana State University-Bozeman','Montana State University','MW Program','35-NCAA D-I','Mountain (D1)-4','Big Sky Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Montana State University-Bozeman','Montana State University','MW Program','35-NCAA D-I','Mountain (D1)-4','Big Sky Conference');",
Morehead State University,Morehead State,MW Program,35-NCAA D-I,Southeast (D1)-8,Ohio Valley Conference,'Morehead State University','Morehead State','MW Program','35-NCAA D-I','Southeast (D1)-8','Ohio Valley Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Morehead State University','Morehead State','MW Program','35-NCAA D-I','Southeast (D1)-8','Ohio Valley Conference');",
Morgan State University,Morgan State,MW Program,35-NCAA D-I,Mid-Atlantic (D1)-2,Mid-Eastern Athletic Conference,'Morgan State University','Morgan State','MW Program','35-NCAA D-I','Mid-Atlantic (D1)-2','Mid-Eastern Athletic Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Morgan State University','Morgan State','MW Program','35-NCAA D-I','Mid-Atlantic (D1)-2','Mid-Eastern Athletic Conference');",
Mount St. Mary's University,Mount St. Mary's,MW Program,35-NCAA D-I,Mid-Atlantic (D1)-2,Northeast Conference,'Mount St. Mary's University','Mount St. Mary's','MW Program','35-NCAA D-I','Mid-Atlantic (D1)-2','Northeast Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Mount St. Mary's University','Mount St. Mary's','MW Program','35-NCAA D-I','Mid-Atlantic (D1)-2','Northeast Conference');",
Murray State University,Murray State,Mens CC Womens Program,35-NCAA D-I,Southeast (D1)-8,Ohio Valley Conference,'Murray State University','Murray State','Mens CC Womens Program','35-NCAA D-I','Southeast (D1)-8','Ohio Valley Conference',"insert into D1_PROGRAMS (University,Column1,Program_Type,Division,Region,Conference) values ('Murray State University','Murray State','Mens CC Womens Program','35-NCAA D-I','Southeast (D1)-8','Ohio Valley Conference');",
